Province/State,Country,date,pop,temperature,humidity,confirmed,deaths,recovered
,Grenada,21/2/2020,107825,26,77,0,0,0
,Haiti,21/2/2020,10980000,27,73,0,0,0
,Madagascar,21/2/2020,25570000,22,93,0,0,0
,Mozambique,21/2/2020,225570000,33,87,0,0,0
,Nicaragua,21/2/2020,6218000,30,76,0,0,0
,Niger,21/2/2020,21480000,32,15,0,0,0
,Papua New Guinea,21/2/2020,8251000,23,92,0,0,0
,Syria,21/2/2020,18270000,14,65,0,0,0
,Timor-Leste,21/2/2020,1296000,27,82,0,0,0
,Uganda,21/2/2020,42860000,34,46,0,0,0
Alabama,US,21/2/2020,4903185,10,68,0,0,0
Alaska,US,21/2/2020,731545,-3,91,0,0,0
Arizona,US,21/2/2020,7278717,21,41,0,0,0
Arkansas,US,21/2/2020,3017825,10,50,0,0,0
California,US,21/2/2020,39512223,23,51,0,0,0
Colorado,US,21/2/2020,5758736,4,65,0,0,0
Connecticut,US,21/2/2020,3565287,2,34,0,0,0
Delaware,US,21/2/2020,973764,2,42,0,0,0
Florida,US,21/2/2020,21477737,16,78,0,0,0
Georgia,US,21/2/2020,10617423,8,71,0,0,0
Hawaii,US,21/2/2020,1415872,24,70,0,0,0
Idaho,US,21/2/2020,1787147,2,58,0,0,0
Illinois,US,21/2/2020,12671821,2,40,0,0,0
Indiana,US,21/2/2020,6732219,2,35,0,0,0
Iowa,US,21/2/2020,3155070,2,71,0,0,0
Kansas,US,21/2/2020,2913314,6,58,0,0,0
Kentucky,US,21/2/2020,4467673,6,45,0,0,0
Louisiana,US,21/2/2020,4648794,8,74,0,0,0
Maine,US,21/2/2020,1344212,-5,78,0,0,0
Maryland,US,21/2/2020,6045680,3,39,0,0,0
Massachusetts,US,21/2/2020,6949503,3,37,0,0,0
Michigan,US,21/2/2020,9986857,-1,71,0,0,0
Minnesota,US,21/2/2020,5639632,-1,87,0,0,0
Mississippi,US,21/2/2020,2976149,8,69,0,0,0
Missouri,US,21/2/2020,6137428,6,39,0,0,0
Montana,US,21/2/2020,1068778,1,51,0,0,0
Nebraska,US,21/2/2020,1934408,8,70,0,0,0
Nevada,US,21/2/2020,3080156,11,31,0,0,0
New Hampshire,US,21/2/2020,1359711,-4,83,0,0,0
New Jersey,US,21/2/2020,8882190,3,38,0,0,0
New Mexico,US,21/2/2020,2096829,10,68,0,0,0
New York,US,21/2/2020,19453561,-5,82,0,0,0
North Carolina,US,21/2/2020,10488084,4,75,0,0,0
North Dakota,US,21/2/2020,762062,-2,81,0,0,0
Ohio,US,21/2/2020,11689100,1,48,0,0,0
Oklahoma,US,21/2/2020,3956971,8,46,0,0,0
Oregon,US,21/2/2020,4217737,15,68,0,0,0
Pennsylvania,US,21/2/2020,12801989,2,49,0,0,0
Puerto Rico,US,21/2/2020,3193694,27,77,0,0,0
Rhode Island,US,21/2/2020,1059361,3,35,0,0,0
South Carolina,US,21/2/2020,5148714,6,68,0,0,0
South Dakota,US,21/2/2020,884659,-1,73,0,0,0
Tennessee,US,21/2/2020,6833174,5,54,0,0,0
Texas,US,21/2/2020,28995881,9,72,0,0,0
Utah,US,21/2/2020,3205958,6,37,0,0,0
Vermont,US,21/2/2020,623989,-7,89,0,0,0
Virginia,US,21/2/2020,8535519,6,49,0,0,0
Washington,US,21/2/2020,7614893,6,74,0,0,0
West Virginia,US,21/2/2020,1792065,0,50,0,0,0
Wisconsin,US,21/2/2020,5822434,0,84,0,0,0
Wyoming,US,21/2/2020,578759,-4,68,0,0,0
,Zimbabwe,21/2/2020,16530000,30,62,0,0,0
Greenland,Denmark,21/2/2020,56770,-42,100,0,0,0
,Mongolia,21/2/2020,3278290,-9,57,0,0,0
Australian Capital Territory,Australia,21/2/2020,25499884,25,70,0,0,0
From Diamond Princess,Australia,21/2/2020,25499884,14,62,4,0,0
New South Wales,Australia,21/2/2020,25499884,22,72,4,0,4
Northern Territory,Australia,21/2/2020,25499884,31,77,0,0,0
Queensland,Australia,21/2/2020,25499884,26,73,5,0,1
South Australia,Australia,21/2/2020,25499884,21,65,2,0,2
Tasmania,Australia,21/2/2020,25499884,17,62,0,0,0
Victoria,Australia,21/2/2020,25499884,19,60,4,0,4
Western Australia,Australia,21/2/2020,25499884,31,36,0,0,0
,Iceland,21/2/2020,341243,-6,90,0,0,0
,Namibia,21/2/2020,2540905,27,72,0,0,0
Alberta,Canada,21/2/2020,37742154,2,81,0,0,0
British Columbia,Canada,21/2/2020,37742154,8,69,6,0,0
Grand Princess,Canada,21/2/2020,37742154,17,59,0,0,0
Manitoba,Canada,21/2/2020,37742154,0,88,0,0,0
New Brunswick,Canada,21/2/2020,37742154,-7,82,0,0,0
Newfoundland and Labrador,Canada,21/2/2020,37742154,-18,78,0,0,0
Northwest Territories,Canada,21/2/2020,37742154,-12,93,0,0,0
Nova Scotia,Canada,21/2/2020,37742154,-4,66,0,0,0
Ontario,Canada,21/2/2020,37742154,-2,82,3,0,3
Prince Edward Island,Canada,21/2/2020,37742154,-12,84,0,0,0
Quebec,Canada,21/2/2020,37742154,-8,94,0,0,0
Saskatchewan,Canada,21/2/2020,37742154,1,84,0,0,0
French Guiana,France,21/2/2020,298682,32,73,0,0,0
,Guyana,21/2/2020,786552,33,73,0,0,0
,Suriname,21/2/2020,586632,32,70,0,0,0
,Mauritania,21/2/2020,4649658,28,16,0,0,0
,Kazakhstan,21/2/2020,18776707,-4,93,0,0,0
,Central African Republic,21/2/2020,37742154,41,28,0,0,0
,Gabon,21/2/2020,2225734,37,64,0,0,0
,Russia,21/2/2020,145934462,-2,97,2,0,2
,Bolivia,21/2/2020,11673021,28,77,0,0,0
,Norway,21/2/2020,5421241,-1,84,0,0,0
,Oman,21/2/2020,5106626,31,44,0,0,0
,Saudi Arabia,21/2/2020,34813871,22,31,0,0,0
,Argentina,21/2/2020,45195774,22,46,0,0,0
,Algeria,21/2/2020,43851044,30,19,0,0,0
,Finland,21/2/2020,5540720,3,88,1,0,1
,New Zealand,21/2/2020,4822233,21,87,0,0,0
,Paraguay,21/2/2020,7132538,29,41,0,0,0
,Bhutan,21/2/2020,771608,12,76,0,0,0
,Uruguay,21/2/2020,3473730,23,51,0,0,0
,Brazil,21/2/2020,212559417,28,91,0,0,0
Diamond Princess,Cruise Ship,21/2/2020,3500,14,62,634,2,1
,Somalia,21/2/2020,15893222,38,59,0,0,0
,Sudan,21/2/2020,43849260,32,15,0,0,0
,Sweden,21/2/2020,10099265,3,85,1,0,0
,Zambia,21/2/2020,18383955,28,85,0,0,0
,Chile,21/2/2020,19116201,35,42,0,0,0
,Peru,21/2/2020,32971854,36,62,0,0,0
,Latvia,21/2/2020,1886198,4,83,0,0,0
,Estonia,21/2/2020,1326535,2,85,0,0,0
,Venezuela,21/2/2020,28435940,37,47,0,0,0
,Kyrgyzstan,21/2/2020,6524195,-3,22,0,0,0
Diamond Princess,US,21/2/2020,331002651,14,62,0,0,0
District of Columbia,US,21/2/2020,331002651,7,37,0,0,0
Grand Princess,US,21/2/2020,331002651,17,59,0,0,0
Virgin Islands,US,21/2/2020,331002651,25,76,0,0,0
,The Bahamas,21/2/2020,393244,25,80,0,0,0
,Congo (Brazzaville),21/2/2020,89561403,37,65,0,0,0
,Djibouti,21/2/2020,988000,28,72,0,0,0
,Lithuania,21/2/2020,2722289,3,84,0,0,0
,Colombia,21/2/2020,50882891,18,83,0,0,0
,Belarus,21/2/2020,9449323,5,82,0,0,0
,Montenegro,21/2/2020,628066,12,53,0,0,0
,South Africa,21/2/2020,59308690,30,46,0,0,0
,Equatorial Guinea,21/2/2020,1402985,30,80,0,0,0
,Iran,21/2/2020,83992949,13,50,18,4,0
,Guinea,21/2/2020,13132795,43,24,0,0,0
,Liberia,21/2/2020,5057681,30,81,0,0,0
,Cameroon,21/2/2020,26545863,38,58,0,0,0
,Panama,21/2/2020,4314767,33,74,0,0,0
,Afghanistan,21/2/2020,38928346,15,37,0,0,0
,Bosnia and Herzegovina,21/2/2020,3280819,9,64,0,0,0
,Bulgaria,21/2/2020,6948445,7,84,0,0,0
,Mexico,21/2/2020,128932753,20,58,0,0,0
,Eswatini,21/2/2020,1160164,27,88,0,0,0
,Tanzania,21/2/2020,59734218,29,83,0,0,0
,Ecuador,21/2/2020,17643054,26,79,0,0,0
,Ireland,21/2/2020,4937786,9,88,0,0,0
,Croatia,21/2/2020,4105267,10,61,0,0,0
,Ukraine,21/2/2020,43733762,5,75,0,0,0
,Burkina Faso,21/2/2020,20903273,38,10,0,0,0
,Tunisia,21/2/2020,11818619,17,48,0,0,0
,Uzbekistan,21/2/2020,33469203,10,61,0,0,0
,Greece,21/2/2020,10423054,11,66,0,0,0
,Brunei,21/2/2020,437479,32,74,0,0,0
,Cote d'Ivoire,21/2/2020,26378274,39,55,0,0,0
,Morocco,21/2/2020,36910560,25,45,0,0,0
,North Macedonia,21/2/2020,2083374,8,57,0,0,0
,Romania,21/2/2020,19237691,5,79,0,0,0
,Senegal,21/2/2020,16743927,41,10,0,0,0
,Honduras,21/2/2020,9904607,30,77,0,0,0
,Iraq,21/2/2020,40222493,22,52,0,0,0
,Kenya,21/2/2020,53771296,27,71,0,0,0
,Spain,21/2/2020,46754778,19,46,2,0,2
,Cambodia,21/2/2020,16718965,36,49,1,0,1
,Malaysia,21/2/2020,32365999,30,91,22,0,15
,Costa Rica,21/2/2020,5094118,24,82,0,0,0
,Serbia,21/2/2020,8737371,8,69,0,0,0
,Egypt,21/2/2020,102334404,24,32,1,0,0
,Slovenia,21/2/2020,2078938,11,68,0,0,0
,Armenia,21/2/2020,2963243,-3,87,0,0,0
,Albania,21/2/2020,2877797,13,59,0,0,0
,Cuba,21/2/2020,11326616,29,76,0,0,0
,Hungary,21/2/2020,9660351,9,63,0,0,0
,Benin,21/2/2020,12123200,40,16,0,0,0
,Austria,21/2/2020,9006398,3,70,0,0,0
,Liechtenstein,21/2/2020,38128,4,86,0,0,0
,Turkey,21/2/2020,84339067,4,91,0,0,0
,Portugal,21/2/2020,10196709,20,65,0,0,0
,Slovakia,21/2/2020,5459642,2,91,0,0,0
,Ethiopia,21/2/2020,114963588,32,48,0,0,0
,Jordan,21/2/2020,10203134,15,65,0,0,0
,United Arab Emirates,21/2/2020,9890402,25,53,9,0,4
France,France,21/2/2020,65273511,10,77,12,1,4
French Polynesia,France,21/2/2020,65273511,31,72,0,0,0
New Caledonia,France,21/2/2020,65273511,27,79,0,0,0
Saint Barthelemy,France,21/2/2020,65273511,25,74,0,0,0
St Martin,France,21/2/2020,65273511,25,74,0,0,0
,Azerbaijan,21/2/2020,10139177,14,73,0,0,0
,Moldova,21/2/2020,4033963,7,81,0,0,0
,Poland,21/2/2020,37846611,5,75,0,0,0
,Cyprus,21/2/2020,1207359,16,83,0,0,0
Denmark,Denmark,21/2/2020,5792202,7,78,0,0,0
Faroe Islands,Denmark,21/2/2020,5792202,7,70,0,0,0
,Ghana,21/2/2020,31072940,35,58,0,0,0
,Thailand,21/2/2020,69799978,35,42,35,0,17
,Czechia,21/2/2020,10708981,6,72,0,0,0
,Indonesia,21/2/2020,273523615,33,77,0,0,0
,Togo,21/2/2020,8278724,40,18,0,0,0
Anhui,China,21/2/2020,1439323776,16,67,988,6,539
Beijing,China,21/2/2020,1439323776,9,45,396,4,169
Chongqing,China,21/2/2020,1439323776,14,79,572,6,316
Fujian,China,21/2/2020,1439323776,20,76,293,1,149
Gansu,China,21/2/2020,1439323776,-2,40,91,2,76
Guangdong,China,21/2/2020,1439323776,28,54,1333,5,690
Guangxi,China,21/2/2020,1439323776,19,77,246,2,97
Guizhou,China,21/2/2020,1439323776,12,78,146,2,77
Hainan,China,21/2/2020,1439323776,22,90,168,4,95
Hebei,China,21/2/2020,1439323776,10,44,308,5,184
Heilongjiang,China,21/2/2020,1439323776,-4,91,479,12,175
Henan,China,21/2/2020,1439323776,16,40,1267,19,736
Hunan,China,21/2/2020,1439323776,12,87,1011,4,661
Inner Mongolia,China,21/2/2020,1439323776,-11,89,75,0,17
Jiangsu,China,21/2/2020,1439323776,12,77,631,0,373
Jiangxi,China,21/2/2020,1439323776,18,83,934,1,489
Jilin,China,21/2/2020,1439323776,1,94,91,1,45
Liaoning,China,21/2/2020,1439323776,2,93,121,1,61
Macau,China,21/2/2020,1439323776,20,76,10,0,6
Ningxia,China,21/2/2020,1439323776,4,36,71,0,48
Qinghai,China,21/2/2020,1439323776,3,28,18,0,18
Shaanxi,China,21/2/2020,1439323776,9,36,245,1,134
Shandong,China,21/2/2020,1439323776,9,54,749,4,281
Shanghai,China,21/2/2020,1439323776,18,66,334,2,211
Shanxi,China,21/2/2020,1439323776,5,33,132,0,78
Sichuan,China,21/2/2020,1439323776,4,60,525,3,231
Tianjin,China,21/2/2020,1439323776,10,46,132,3,62
Tibet,China,21/2/2020,1439323776,-3,58,1,0,1
Xinjiang,China,21/2/2020,1439323776,6,46,76,1,24
Yunnan,China,21/2/2020,1439323776,21,62,174,2,96
Zhejiang,China,21/2/2020,1439323776,17,78,1203,1,679
,Kosovo,21/2/2020,1810463,6,70,0,0,0
,Andorra,21/2/2020,77265,12,47,0,0,0
,Guatemala,21/2/2020,17915568,22,88,0,0,0
,Nepal,21/2/2020,29136808,20,55,1,0,1
,Italy,21/2/2020,60461826,15,63,20,1,0
,Seychelles,21/2/2020,98347,29,76,0,0,0
,Switzerland,21/2/2020,8654622,0,83,0,0,0
,Antigua and Barbuda,21/2/2020,97929,25,74,0,0,0
,Dominican Republic,21/2/2020,10847910,29,82,0,0,0
,Nigeria,21/2/2020,206139589,40,17,0,0,0
Guadeloupe,France,21/2/2020,400124,27,74,0,0,0
,The Gambia,21/2/2020,2416668,40,13,0,0,0
,Germany,21/2/2020,83783942,6,78,16,0,14
,Kuwait,21/2/2020,4270571,22,49,0,0,0
,Luxembourg,21/2/2020,625978,5,85,0,0,0
,Qatar,21/2/2020,2881053,24,53,0,0,0
,Jamaica,21/2/2020,2961167,28,77,0,0,0
,Trinidad and Tobago,21/2/2020,1399488,27,79,0,0,0
Bermuda,United Kingdom,21/2/2020,67886011,21,86,0,0,0
Cayman Islands,United Kingdom,21/2/2020,67886011,27,76,0,0,0
Channel Islands,United Kingdom,21/2/2020,67886011,10,75,0,0,0
Gibraltar,United Kingdom,21/2/2020,67886011,14,81,0,0,0
Isle of Man,United Kingdom,21/2/2020,67886011,7,85,0,0,0
Montserrat,United Kingdom,21/2/2020,67886011,25,76,0,0,0
United Kingdom,United Kingdom,21/2/2020,67886011,8,93,9,0,8
,Pakistan,21/2/2020,220892340,19,45,0,0,0
,Saint Lucia,21/2/2020,183627,26,75,0,0,0
,Saint Vincent and the Grenadines,21/2/2020,115000,26,76,0,0,0
Guam,US,21/2/2020,165718,27,76,0,0,0
,Vietnam,21/2/2020,97338579,24,84,16,0,14
,Sri Lanka,21/2/2020,21413249,21,88,1,0,1
,Japan,21/2/2020,126476461,11,70,105,1,22
,Martinique,21/2/2020,375265,26,74,0,0,0
Reunion,France,21/2/2020,895312,26,77,0,0,0
,Philippines,21/2/2020,109581078,28,76,3,1,1
,Belgium,21/2/2020,11589623,8,76,1,0,1
,Israel,21/2/2020,8655535,18,61,1,0,0
,India,21/2/2020,1380004385,33,38,3,0,3
Curacao,Netherlands,21/2/2020,17134872,26,79,0,0,0
Netherlands,Netherlands,21/2/2020,17134872,9,76,0,0,0
Sint Maarten,Netherlands,21/2/2020,17134872,25,74,0,0,0
,Rwanda,21/2/2020,12952218,29,77,0,0,0
,South Korea,21/2/2020,51269185,13,63,204,2,16
,San Marino,21/2/2020,33931,12,57,0,0,0
Aruba,Netherlands,21/2/2020,106766,26,82,0,0,0
,Mauritius,21/2/2020,1271768,28,72,0,0,0
,Lebanon,21/2/2020,6825445,6,79,1,0,0
,Barbados,21/2/2020,287375,27,75,0,0,0
,Taiwan*,21/2/2020,23816775,21,65,26,1,2
Mayotte,France,21/2/2020,272815,29,74,0,0,0
,Bangladesh,21/2/2020,164689383,33,40,0,0,0
,Malta,21/2/2020,441543,15,63,0,0,0
,Maldives,21/2/2020,540544,28,80,0,0,0
,Holy See,21/2/2020,801,17,57,0,0,0
,Bahrain,21/2/2020,1701575,19,76,0,0,0
Hong Kong,China,21/2/2020,7496981,20,77,68,2,5
,Singapore,21/2/2020,5850342,29,82,85,0,37
,Monaco,21/2/2020,39242,14,65,0,0,0
,Angola,20/2/2020,29780000,22,90,0,0,0
,Cabo Verde,20/2/2020,546388,21,82,0,0,0
,Cape Verde,20/2/2020,546388,24,77,0,0,0
,Chad,20/2/2020,14900000,36,19,0,0,0
Hubei,China,20/2/2020,58500000,16,64,62442,2144,11788
,Congo (Kinshasa),20/2/2020,11860000,33,78,0,0,0
,Dominica,20/2/2020,73925,26,73,0,0,0
,East Timor,20/2/2020,1296000,27,83,0,0,0
,El Salvador,20/2/2020,6378000,36,61,0,0,0
,Eritrea,20/2/2020,4475000,19,80,0,0,0
,Fiji,20/2/2020,905502,28,70,0,0,0
,Georgia,20/2/2020,3717000,8,83,0,0,0
,Grenada,20/2/2020,107825,26,75,0,0,0
,Haiti,20/2/2020,10980000,29,73,0,0,0
,Madagascar,20/2/2020,25570000,21,94,0,0,0
,Mozambique,20/2/2020,225570000,31,89,0,0,0
,Nicaragua,20/2/2020,6218000,33,67,0,0,0
,Niger,20/2/2020,21480000,30,16,0,0,0
,Papua New Guinea,20/2/2020,8251000,24,92,0,0,0
,Syria,20/2/2020,18270000,16,67,0,0,0
,Timor-Leste,20/2/2020,1296000,27,83,0,0,0
,Uganda,20/2/2020,42860000,32,50,0,0,0
Alabama,US,20/2/2020,4903185,12,95,0,0,0
Alaska,US,20/2/2020,731545,-1,92,0,0,0
Arizona,US,20/2/2020,7278717,24,29,0,0,0
Arkansas,US,20/2/2020,3017825,8,70,0,0,0
California,US,20/2/2020,39512223,26,45,0,0,0
Colorado,US,20/2/2020,5758736,-1,75,0,0,0
Connecticut,US,20/2/2020,3565287,1,46,0,0,0
Delaware,US,20/2/2020,973764,3,52,0,0,0
Florida,US,20/2/2020,21477737,28,80,0,0,0
Georgia,US,20/2/2020,10617423,6,92,0,0,0
Hawaii,US,20/2/2020,1415872,23,71,0,0,0
Idaho,US,20/2/2020,1787147,2,68,0,0,0
Illinois,US,20/2/2020,12671821,-4,47,0,0,0
Indiana,US,20/2/2020,6732219,-1,50,0,0,0
Iowa,US,20/2/2020,3155070,-11,81,0,0,0
Kansas,US,20/2/2020,2913314,1,63,0,0,0
Kentucky,US,20/2/2020,4467673,4,67,0,0,0
Louisiana,US,20/2/2020,4648794,11,92,0,0,0
Maine,US,20/2/2020,1344212,-9,75,0,0,0
Maryland,US,20/2/2020,6045680,4,50,0,0,0
Massachusetts,US,20/2/2020,6949503,-1,45,0,0,0
Michigan,US,20/2/2020,9986857,-7,81,0,0,0
Minnesota,US,20/2/2020,5639632,-14,90,0,0,0
Mississippi,US,20/2/2020,2976149,8,93,0,0,0
Missouri,US,20/2/2020,6137428,0,52,0,0,0
Montana,US,20/2/2020,1068778,0,60,0,0,0
Nebraska,US,20/2/2020,1934408,3,47,0,0,0
Nevada,US,20/2/2020,3080156,9,31,0,0,0
New Hampshire,US,20/2/2020,1359711,-5,84,0,0,0
New Jersey,US,20/2/2020,8882190,3,48,0,0,0
New Mexico,US,20/2/2020,2096829,3,70,0,0,0
New York,US,20/2/2020,19453561,-7,85,0,0,0
North Carolina,US,20/2/2020,10488084,5,87,0,0,0
North Dakota,US,20/2/2020,762062,-5,85,0,0,0
Ohio,US,20/2/2020,11689100,-2,56,0,0,0
Oklahoma,US,20/2/2020,3956971,5,65,0,0,0
Oregon,US,20/2/2020,4217737,12,65,0,0,0
Pennsylvania,US,20/2/2020,12801989,2,61,0,0,0
Puerto Rico,US,20/2/2020,3193694,27,75,0,0,0
Rhode Island,US,20/2/2020,1059361,1,40,0,0,0
South Carolina,US,20/2/2020,5148714,7,78,0,0,0
South Dakota,US,20/2/2020,884659,-6,80,0,0,0
Tennessee,US,20/2/2020,6833174,5,78,0,0,0
Texas,US,20/2/2020,28995881,8,88,0,0,0
Utah,US,20/2/2020,3205958,2,41,0,0,0
Vermont,US,20/2/2020,623989,-10,91,0,0,0
Virginia,US,20/2/2020,8535519,6,69,0,0,0
Washington,US,20/2/2020,7614893,2,78,0,0,0
West Virginia,US,20/2/2020,1792065,1,72,0,0,0
Wisconsin,US,20/2/2020,5822434,-11,92,0,0,0
Wyoming,US,20/2/2020,578759,-9,79,0,0,0
,Zimbabwe,20/2/2020,16530000,30,64,0,0,0
Greenland,Denmark,20/2/2020,56770,-36,88,0,0,0
,Mongolia,20/2/2020,3278290,-10,80,0,0,0
Australian Capital Territory,Australia,20/2/2020,25499884,24,64,0,0,0
From Diamond Princess,Australia,20/2/2020,25499884,12,56,0,0,0
New South Wales,Australia,20/2/2020,25499884,22,66,4,0,4
Northern Territory,Australia,20/2/2020,25499884,31,79,0,0,0
Queensland,Australia,20/2/2020,25499884,28,75,5,0,0
South Australia,Australia,20/2/2020,25499884,20,68,2,0,2
Tasmania,Australia,20/2/2020,25499884,20,66,0,0,0
Victoria,Australia,20/2/2020,25499884,18,64,4,0,4
Western Australia,Australia,20/2/2020,25499884,34,38,0,0,0
,Iceland,20/2/2020,341243,-4,95,0,0,0
,Namibia,20/2/2020,2540905,27,74,0,0,0
Alberta,Canada,20/2/2020,37742154,1,85,0,0,0
British Columbia,Canada,20/2/2020,37742154,10,66,5,0,0
Grand Princess,Canada,20/2/2020,37742154,17,66,0,0,0
Manitoba,Canada,20/2/2020,37742154,-3,84,0,0,0
New Brunswick,Canada,20/2/2020,37742154,-13,81,0,0,0
Newfoundland and Labrador,Canada,20/2/2020,37742154,-17,76,0,0,0
Northwest Territories,Canada,20/2/2020,37742154,-3,78,0,0,0
Nova Scotia,Canada,20/2/2020,37742154,-9,66,0,0,0
Ontario,Canada,20/2/2020,37742154,-9,84,3,0,1
Prince Edward Island,Canada,20/2/2020,37742154,-17,80,0,0,0
Quebec,Canada,20/2/2020,37742154,-23,96,0,0,0
Saskatchewan,Canada,20/2/2020,37742154,-3,85,0,0,0
French Guiana,France,20/2/2020,298682,32,72,0,0,0
,Guyana,20/2/2020,786552,31,73,0,0,0
,Suriname,20/2/2020,586632,31,70,0,0,0
,Mauritania,20/2/2020,4649658,28,22,0,0,0
,Kazakhstan,20/2/2020,18776707,-7,83,0,0,0
,Central African Republic,20/2/2020,37742154,41,43,0,0,0
,Gabon,20/2/2020,2225734,36,71,0,0,0
,Russia,20/2/2020,145934462,-2,96,2,0,2
,Bolivia,20/2/2020,11673021,33,80,0,0,0
,Norway,20/2/2020,5421241,1,88,0,0,0
,Oman,20/2/2020,5106626,32,31,0,0,0
,Saudi Arabia,20/2/2020,34813871,21,34,0,0,0
,Argentina,20/2/2020,45195774,23,29,0,0,0
,Algeria,20/2/2020,43851044,27,19,0,0,0
,Finland,20/2/2020,5540720,-3,63,1,0,1
,New Zealand,20/2/2020,4822233,20,83,0,0,0
,Paraguay,20/2/2020,7132538,35,65,0,0,0
,Bhutan,20/2/2020,771608,11,78,0,0,0
,Uruguay,20/2/2020,3473730,26,55,0,0,0
,Brazil,20/2/2020,212559417,30,88,0,0,0
Diamond Princess,Cruise Ship,20/2/2020,3500,12,56,634,2,1
,Somalia,20/2/2020,15893222,38,59,0,0,0
,Sudan,20/2/2020,43849260,31,21,0,0,0
,Sweden,20/2/2020,10099265,1,91,1,0,0
,Zambia,20/2/2020,18383955,27,86,0,0,0
,Chile,20/2/2020,19116201,39,34,0,0,0
,Peru,20/2/2020,32971854,38,59,0,0,0
,Latvia,20/2/2020,1886198,6,82,0,0,0
,Estonia,20/2/2020,1326535,4,89,0,0,0
,Venezuela,20/2/2020,28435940,37,49,0,0,0
,Kyrgyzstan,20/2/2020,6524195,-5,34,0,0,0
Diamond Princess,US,20/2/2020,331002651,12,56,0,0,0
District of Columbia,US,20/2/2020,331002651,5,46,0,0,0
Grand Princess,US,20/2/2020,331002651,17,66,0,0,0
Virgin Islands,US,20/2/2020,331002651,26,74,0,0,0
,The Bahamas,20/2/2020,393244,25,80,0,0,0
,Congo (Brazzaville),20/2/2020,89561403,33,78,0,0,0
,Djibouti,20/2/2020,988000,28,69,0,0,0
,Lithuania,20/2/2020,2722289,6,82,0,0,0
,Colombia,20/2/2020,50882891,20,81,0,0,0
,Belarus,20/2/2020,9449323,6,86,0,0,0
,Montenegro,20/2/2020,628066,11,61,0,0,0
,South Africa,20/2/2020,59308690,29,56,0,0,0
,Equatorial Guinea,20/2/2020,1402985,30,81,0,0,0
,Iran,20/2/2020,83992949,11,66,5,2,0
,Guinea,20/2/2020,13132795,41,20,0,0,0
,Liberia,20/2/2020,5057681,30,80,0,0,0
,Cameroon,20/2/2020,26545863,38,58,0,0,0
,Panama,20/2/2020,4314767,33,70,0,0,0
,Afghanistan,20/2/2020,38928346,13,35,0,0,0
,Bosnia and Herzegovina,20/2/2020,3280819,3,84,0,0,0
,Bulgaria,20/2/2020,6948445,7,93,0,0,0
,Mexico,20/2/2020,128932753,25,33,0,0,0
,Eswatini,20/2/2020,1160164,31,80,0,0,0
,Tanzania,20/2/2020,59734218,29,81,0,0,0
,Ecuador,20/2/2020,17643054,25,84,0,0,0
,Ireland,20/2/2020,4937786,5,84,0,0,0
,Croatia,20/2/2020,4105267,8,70,0,0,0
,Ukraine,20/2/2020,43733762,7,76,0,0,0
,Burkina Faso,20/2/2020,20903273,39,12,0,0,0
,Tunisia,20/2/2020,11818619,18,42,0,0,0
,Uzbekistan,20/2/2020,33469203,8,43,0,0,0
,Greece,20/2/2020,10423054,12,83,0,0,0
,Brunei,20/2/2020,437479,31,79,0,0,0
,Cote d'Ivoire,20/2/2020,26378274,38,57,0,0,0
,Morocco,20/2/2020,36910560,25,49,0,0,0
,North Macedonia,20/2/2020,2083374,6,71,0,0,0
,Romania,20/2/2020,19237691,5,87,0,0,0
,Senegal,20/2/2020,16743927,40,9,0,0,0
,Honduras,20/2/2020,9904607,29,83,0,0,0
,Iraq,20/2/2020,40222493,19,64,0,0,0
,Kenya,20/2/2020,53771296,26,69,0,0,0
,Spain,20/2/2020,46754778,17,56,2,0,2
,Cambodia,20/2/2020,16718965,35,50,1,0,1
,Malaysia,20/2/2020,32365999,29,92,22,0,15
,Costa Rica,20/2/2020,5094118,24,86,0,0,0
,Serbia,20/2/2020,8737371,7,76,0,0,0
,Egypt,20/2/2020,102334404,21,38,1,0,0
,Slovenia,20/2/2020,2078938,9,71,0,0,0
,Armenia,20/2/2020,2963243,-2,91,0,0,0
,Albania,20/2/2020,2877797,10,81,0,0,0
,Cuba,20/2/2020,11326616,31,78,0,0,0
,Hungary,20/2/2020,9660351,8,64,0,0,0
,Benin,20/2/2020,12123200,39,17,0,0,0
,Austria,20/2/2020,9006398,3,82,0,0,0
,Liechtenstein,20/2/2020,38128,10,67,0,0,0
,Turkey,20/2/2020,84339067,3,82,0,0,0
,Portugal,20/2/2020,10196709,19,69,0,0,0
,Slovakia,20/2/2020,5459642,4,86,0,0,0
,Ethiopia,20/2/2020,114963588,32,35,0,0,0
,Jordan,20/2/2020,10203134,13,79,0,0,0
,United Arab Emirates,20/2/2020,9890402,32,22,9,0,4
France,France,20/2/2020,65273511,11,85,12,1,4
French Polynesia,France,20/2/2020,65273511,32,73,0,0,0
New Caledonia,France,20/2/2020,65273511,28,77,0,0,0
Saint Barthelemy,France,20/2/2020,65273511,26,72,0,0,0
St Martin,France,20/2/2020,65273511,26,72,0,0,0
,Azerbaijan,20/2/2020,10139177,10,74,0,0,0
,Moldova,20/2/2020,4033963,8,69,0,0,0
,Poland,20/2/2020,37846611,5,79,0,0,0
,Cyprus,20/2/2020,1207359,17,72,0,0,0
Denmark,Denmark,20/2/2020,5792202,7,89,0,0,0
