Province/State,Country,date,pop,temperature,humidity,confirmed,deaths,recovered
,Ethiopia,21/3/2020,114963588,31,60,9,0,0
,Jordan,21/3/2020,10203134,10,82,85,0,1
,United Arab Emirates,21/3/2020,9890402,35,45,153,2,38
France,France,21/3/2020,65273511,17,82,14282,562,12
French Polynesia,France,21/3/2020,65273511,29,78,15,0,0
New Caledonia,France,21/3/2020,65273511,26,80,4,0,0
Saint Barthelemy,France,21/3/2020,65273511,25,76,3,0,0
St Martin,France,21/3/2020,65273511,25,76,4,0,0
,Azerbaijan,21/3/2020,10139177,9,89,53,1,11
,Moldova,21/3/2020,4033963,14,72,80,1,1
,Poland,21/3/2020,37846611,5,63,536,5,1
,Cyprus,21/3/2020,1207359,15,59,84,0,0
Denmark,Denmark,21/3/2020,5792202,7,57,1326,13,1
Faroe Islands,Denmark,21/3/2020,5792202,6,76,92,0,0
,Ghana,21/3/2020,31072940,33,68,19,1,0
,Thailand,21/3/2020,69799978,35,54,411,1,42
,Czechia,21/3/2020,10708981,4,79,995,0,6
,Indonesia,21/3/2020,273523615,34,80,450,38,15
,Togo,21/3/2020,8278724,37,59,16,0,1
Anhui,China,21/3/2020,1439323776,26,75,990,6,984
Beijing,China,21/3/2020,1439323776,19,25,504,8,396
Chongqing,China,21/3/2020,1439323776,23,76,576,6,570
Fujian,China,21/3/2020,1439323776,28,83,303,1,295
Gansu,China,21/3/2020,1439323776,4,70,134,2,113
Guangdong,China,21/3/2020,1439323776,27,76,1400,8,1325
Guangxi,China,21/3/2020,1439323776,29,78,254,2,250
Guizhou,China,21/3/2020,1439323776,28,66,146,2,144
Hainan,China,21/3/2020,1439323776,31,76,168,6,161
Hebei,China,21/3/2020,1439323776,19,26,318,6,310
Heilongjiang,China,21/3/2020,1439323776,4,76,484,13,463
Henan,China,21/3/2020,1439323776,27,59,1273,22,1250
Hunan,China,21/3/2020,1439323776,29,75,1018,4,1014
Inner Mongolia,China,21/3/2020,1439323776,4,52,75,1,74
Jiangsu,China,21/3/2020,1439323776,25,66,631,0,631
Jiangxi,China,21/3/2020,1439323776,29,80,935,1,934
Jilin,China,21/3/2020,1439323776,6,58,93,1,92
Liaoning,China,21/3/2020,1439323776,12,29,126,2,122
Macau,China,21/3/2020,1439323776,24,90,18,0,10
Ningxia,China,21/3/2020,1439323776,17,38,75,0,75
Qinghai,China,21/3/2020,1439323776,10,26,18,0,18
Shaanxi,China,21/3/2020,1439323776,19,28,248,3,239
Shandong,China,21/3/2020,1439323776,24,54,764,7,749
Shanghai,China,21/3/2020,1439323776,26,59,380,3,327
Shanxi,China,21/3/2020,1439323776,19,20,133,0,133
Sichuan,China,21/3/2020,1439323776,9,73,542,3,536
Tianjin,China,21/3/2020,1439323776,16,31,137,3,133
Tibet,China,21/3/2020,1439323776,-2,39,1,0,1
Xinjiang,China,21/3/2020,1439323776,18,31,76,3,73
Yunnan,China,21/3/2020,1439323776,23,40,176,2,172
Zhejiang,China,21/3/2020,1439323776,25,74,1236,1,1219
,Kosovo,21/3/2020,1810463,18,52,2,0,0
,Andorra,21/3/2020,77265,10,68,88,0,1
,Guatemala,21/3/2020,17915568,25,85,17,1,0
,Nepal,21/3/2020,29136808,25,53,1,0,1
,Italy,21/3/2020,60461826,19,69,53578,4825,6072
,Seychelles,21/3/2020,98347,29,68,7,0,0
,Switzerland,21/3/2020,8654622,5,87,6575,75,15
,Antigua and Barbuda,21/3/2020,97929,26,77,1,0,0
,Dominican Republic,21/3/2020,10847910,26,88,112,2,0
,Nigeria,21/3/2020,206139589,39,47,22,0,1
Guadeloupe,France,21/3/2020,400124,27,77,53,0,0
,The Gambia,21/3/2020,2416668,41,19,1,0,0
,Germany,21/3/2020,83783942,7,72,22213,84,233
,Kuwait,21/3/2020,4270571,29,34,176,0,27
,Luxembourg,21/3/2020,625978,4,88,670,8,0
,Qatar,21/3/2020,2881053,27,63,481,0,27
,Jamaica,21/3/2020,2961167,30,73,16,1,2
,Trinidad and Tobago,21/3/2020,1399488,28,79,49,0,1
Bermuda,United Kingdom,21/3/2020,67886011,20,79,2,0,0
Cayman Islands,United Kingdom,21/3/2020,67886011,26,79,3,1,0
Channel Islands,United Kingdom,21/3/2020,67886011,9,83,32,0,0
Gibraltar,United Kingdom,21/3/2020,67886011,14,80,10,0,2
Isle of Man,United Kingdom,21/3/2020,67886011,6,71,1,0,0
Montserrat,United Kingdom,21/3/2020,67886011,26,77,1,0,0
United Kingdom,United Kingdom,21/3/2020,67886011,8,77,5018,233,65
,Pakistan,21/3/2020,220892340,25,42,730,3,13
,Saint Lucia,21/3/2020,183627,27,77,2,0,0
,Saint Vincent and the Grenadines,21/3/2020,115000,26,78,1,0,0
Guam,US,21/3/2020,165718,27,78,15,0,0
,Vietnam,21/3/2020,97338579,28,88,94,0,17
,Sri Lanka,21/3/2020,21413249,23,60,77,0,1
,Japan,21/3/2020,126476461,13,44,1007,35,232
,Martinique,21/3/2020,375265,27,75,32,1,0
Reunion,France,21/3/2020,895312,26,71,45,0,0
,Philippines,21/3/2020,109581078,29,79,307,19,13
,Belgium,21/3/2020,11589623,10,66,2815,67,263
,Israel,21/3/2020,8655535,13,73,883,1,36
,India,21/3/2020,1380004385,36,23,330,4,23
Curacao,Netherlands,21/3/2020,17134872,27,74,3,1,0
Netherlands,Netherlands,21/3/2020,17134872,9,64,3631,136,2
Sint Maarten,Netherlands,21/3/2020,17134872,25,76,1,0,0
,Rwanda,21/3/2020,12952218,24,89,17,0,0
,South Korea,21/3/2020,51269185,22,53,8799,102,1540
,San Marino,21/3/2020,33931,14,72,144,20,4
Aruba,Netherlands,21/3/2020,106766,27,76,5,0,0
,Mauritius,21/3/2020,1271768,27,68,14,1,0
,Lebanon,21/3/2020,6825445,3,85,187,4,4
,Barbados,21/3/2020,287375,27,77,6,0,0
,Taiwan*,21/3/2020,23816775,27,68,153,2,28
Mayotte,France,21/3/2020,272815,29,68,7,0,0
,Bangladesh,21/3/2020,164689383,35,36,25,2,3
,Malta,21/3/2020,441543,16,77,73,0,2
,Maldives,21/3/2020,540544,29,73,13,0,0
,Holy See,21/3/2020,801,19,54,1,0,0
,Bahrain,21/3/2020,1701575,23,70,305,1,125
Hong Kong,China,21/3/2020,7496981,23,91,273,4,98
,Singapore,21/3/2020,5850342,30,79,432,2,140
,Monaco,21/3/2020,39242,14,71,11,0,0
,Angola,20/3/2020,29780000,27,71,1,0,0
,Cabo Verde,20/3/2020,546388,20,79,1,0,0
,Cape Verde,20/3/2020,546388,22,74,0,0,0
,Chad,20/3/2020,14900000,40,9,1,0,0
Hubei,China,20/3/2020,58500000,26,52,67800,3133,58382
,Congo (Kinshasa),20/3/2020,11860000,39,69,18,0,0
,Dominica,20/3/2020,73925,26,75,0,0,0
,East Timor,20/3/2020,1296000,28,78,0,0,0
,El Salvador,20/3/2020,6378000,34,59,1,0,0
,Eritrea,20/3/2020,4475000,24,39,0,0,0
,Fiji,20/3/2020,905502,28,90,1,0,0
,Georgia,20/3/2020,3717000,10,88,43,0,1
,Grenada,20/3/2020,107825,27,76,0,0,0
,Haiti,20/3/2020,10980000,26,71,2,0,0
,Madagascar,20/3/2020,25570000,25,86,3,0,0
,Mozambique,20/3/2020,225570000,29,82,0,0,0
,Nicaragua,20/3/2020,6218000,32,70,1,0,0
,Niger,20/3/2020,21480000,39,10,1,0,0
,Papua New Guinea,20/3/2020,8251000,22,92,1,0,0
,Syria,20/3/2020,18270000,10,59,0,0,0
,Timor-Leste,20/3/2020,1296000,28,78,0,0,0
,Uganda,20/3/2020,42860000,32,67,0,0,0
Alabama,US,20/3/2020,4903185,27,85,83,0,0
Alaska,US,20/3/2020,731545,-4,77,12,0,0
Arizona,US,20/3/2020,7278717,18,45,78,0,0
Arkansas,US,20/3/2020,3017825,17,79,96,0,0
California,US,20/3/2020,39512223,18,63,1177,23,0
Colorado,US,20/3/2020,5758736,2,79,363,4,0
Connecticut,US,20/3/2020,3565287,18,90,194,3,0
Delaware,US,20/3/2020,973764,24,81,38,0,0
Florida,US,20/3/2020,21477737,30,68,563,10,0
Georgia,US,20/3/2020,10617423,27,72,420,13,0
Hawaii,US,20/3/2020,1415872,24,80,26,0,0
Idaho,US,20/3/2020,1787147,1,93,23,0,0
Illinois,US,20/3/2020,12671821,7,76,585,5,0
Indiana,US,20/3/2020,6732219,17,76,86,2,0
Iowa,US,20/3/2020,3155070,2,70,45,0,0
Kansas,US,20/3/2020,2913314,5,60,44,1,0
Kentucky,US,20/3/2020,4467673,22,84,47,2,0
Louisiana,US,20/3/2020,4648794,25,91,538,14,0
Maine,US,20/3/2020,1344212,13,93,56,0,0
Maryland,US,20/3/2020,6045680,25,76,149,1,0
Massachusetts,US,20/3/2020,6949503,18,88,413,1,0
Michigan,US,20/3/2020,9986857,7,77,552,3,0
Minnesota,US,20/3/2020,5639632,-4,70,115,0,0
Mississippi,US,20/3/2020,2976149,23,90,80,1,0
Missouri,US,20/3/2020,6137428,9,75,53,2,0
Montana,US,20/3/2020,1068778,1,82,15,0,0
Nebraska,US,20/3/2020,1934408,0,59,37,0,0
Nevada,US,20/3/2020,3080156,6,55,114,1,0
New Hampshire,US,20/3/2020,1359711,17,91,44,0,0
New Jersey,US,20/3/2020,8882190,24,81,890,11,0
New Mexico,US,20/3/2020,2096829,12,52,43,0,0
New York,US,20/3/2020,19453561,16,90,8310,42,0
North Carolina,US,20/3/2020,10488084,26,77,172,0,0
North Dakota,US,20/3/2020,762062,-11,87,19,0,0
Ohio,US,20/3/2020,11689100,19,82,173,2,0
Oklahoma,US,20/3/2020,3956971,11,61,49,1,0
Oregon,US,20/3/2020,4217737,16,81,114,3,0
Pennsylvania,US,20/3/2020,12801989,22,86,303,1,0
Puerto Rico,US,20/3/2020,3193694,28,74,14,0,0
Rhode Island,US,20/3/2020,1059361,16,91,54,0,0
South Carolina,US,20/3/2020,5148714,28,75,126,1,0
South Dakota,US,20/3/2020,884659,-3,40,14,1,0
Tennessee,US,20/3/2020,6833174,21,89,233,0,0
Texas,US,20/3/2020,28995881,17,89,394,5,0
Utah,US,20/3/2020,3205958,8,63,78,0,0
Vermont,US,20/3/2020,623989,14,90,29,2,0
Virginia,US,20/3/2020,8535519,27,72,122,2,0
Washington,US,20/3/2020,7614893,9,79,1524,83,0
West Virginia,US,20/3/2020,1792065,19,86,7,0,0
Wisconsin,US,20/3/2020,5822434,0,72,207,3,0
Wyoming,US,20/3/2020,578759,3,68,19,0,0
,Zimbabwe,20/3/2020,16530000,31,60,1,0,0
Greenland,Denmark,20/3/2020,56770,-27,97,2,0,0
,Mongolia,20/3/2020,3278290,1,50,6,0,0
Australian Capital Territory,Australia,20/3/2020,25499884,25,50,6,0,0
From Diamond Princess,Australia,20/3/2020,25499884,17,49,0,0,0
New South Wales,Australia,20/3/2020,25499884,32,52,353,6,4
Northern Territory,Australia,20/3/2020,25499884,32,71,3,0,0
Queensland,Australia,20/3/2020,25499884,26,71,184,0,8
South Australia,Australia,20/3/2020,25499884,21,73,50,0,3
Tasmania,Australia,20/3/2020,25499884,17,79,10,0,3
Victoria,Australia,20/3/2020,25499884,20,59,121,0,8
Western Australia,Australia,20/3/2020,25499884,30,42,64,1,0
,Iceland,20/3/2020,341243,0,91,409,0,5
,Namibia,20/3/2020,2540905,28,43,3,0,0
Alberta,Canada,20/3/2020,37742154,4,87,146,1,0
British Columbia,Canada,20/3/2020,37742154,12,72,271,8,4
Grand Princess,Canada,20/3/2020,37742154,15,68,10,0,0
Manitoba,Canada,20/3/2020,37742154,-9,92,17,0,0
New Brunswick,Canada,20/3/2020,37742154,9,95,11,0,0
Newfoundland and Labrador,Canada,20/3/2020,37742154,-3,87,4,0,0
Northwest Territories,Canada,20/3/2020,37742154,0,85,0,0,0
Nova Scotia,Canada,20/3/2020,37742154,7,96,15,0,0
Ontario,Canada,20/3/2020,37742154,-10,89,308,2,5
Prince Edward Island,Canada,20/3/2020,37742154,5,96,2,0,0
Quebec,Canada,20/3/2020,37742154,-11,91,139,1,0
Saskatchewan,Canada,20/3/2020,37742154,-9,92,20,0,0
French Guiana,France,20/3/2020,298682,35,69,15,0,0
,Guyana,20/3/2020,786552,29,83,7,1,0
,Suriname,20/3/2020,586632,32,76,4,0,0
,Mauritania,20/3/2020,4649658,37,11,2,0,0
,Kazakhstan,20/3/2020,18776707,1,77,49,3,0
,Central African Republic,20/3/2020,37742154,38,49,3,0,0
,Gabon,20/3/2020,2225734,23,98,3,1,0
,Russia,20/3/2020,145934462,0,97,253,1,9
,Bolivia,20/3/2020,11673021,30,74,15,0,0
,Norway,20/3/2020,5421241,-3,82,1914,7,1
,Oman,20/3/2020,5106626,33,49,48,0,12
,Saudi Arabia,20/3/2020,34813871,29,17,344,0,8
,Argentina,20/3/2020,45195774,31,36,128,3,3
,Algeria,20/3/2020,43851044,28,16,90,11,32
,Finland,20/3/2020,5540720,-2,57,450,0,10
,New Zealand,20/3/2020,4822233,19,78,39,0,0
,Paraguay,20/3/2020,7132538,34,41,13,0,0
,Bhutan,20/3/2020,771608,10,83,2,0,0
,Uruguay,20/3/2020,3473730,26,66,94,0,0
,Brazil,20/3/2020,212559417,28,89,793,11,2
Diamond Princess,Cruise Ship,20/3/2020,3500,17,49,712,7,325
,Somalia,20/3/2020,15893222,34,68,1,0,0
,Sudan,20/3/2020,43849260,33,7,2,1,0
,Sweden,20/3/2020,10099265,-1,83,1639,16,16
,Zambia,20/3/2020,18383955,25,81,2,0,0
,Chile,20/3/2020,19116201,31,44,434,0,6
,Peru,20/3/2020,32971854,32,76,234,3,1
,Latvia,20/3/2020,1886198,6,81,111,0,1
,Estonia,20/3/2020,1326535,5,76,283,0,1
,Venezuela,20/3/2020,28435940,37,45,42,0,0
,Kyrgyzstan,20/3/2020,6524195,-1,59,6,0,0
Diamond Princess,US,20/3/2020,331002651,17,49,49,0,0
District of Columbia,US,20/3/2020,331002651,25,75,71,1,0
Grand Princess,US,20/3/2020,331002651,15,68,23,0,0
Virgin Islands,US,20/3/2020,331002651,25,75,3,0,0
,The Bahamas,20/3/2020,393244,24,78,3,0,0
,Congo (Brazzaville),20/3/2020,89561403,39,69,3,0,0
,Djibouti,20/3/2020,988000,28,78,1,0,0
,Lithuania,20/3/2020,2722289,8,77,49,0,1
,Colombia,20/3/2020,50882891,17,86,128,0,1
,Belarus,20/3/2020,9449323,8,66,69,0,5
,Montenegro,20/3/2020,628066,17,58,14,0,0
,South Africa,20/3/2020,59308690,30,19,202,0,0
,Equatorial Guinea,20/3/2020,1402985,29,81,6,0,0
,Iran,20/3/2020,83992949,16,32,19644,1433,6745
,Guinea,20/3/2020,13132795,43,30,1,0,0
,Liberia,20/3/2020,5057681,29,82,2,0,0
,Cameroon,20/3/2020,26545863,27,87,20,0,0
,Panama,20/3/2020,4314767,33,71,137,1,0
,Afghanistan,20/3/2020,38928346,20,47,24,0,1
,Bosnia and Herzegovina,20/3/2020,3280819,18,59,89,0,2
,Bulgaria,20/3/2020,6948445,15,63,127,3,0
,Mexico,20/3/2020,128932753,27,33,164,1,4
,Eswatini,20/3/2020,1160164,30,76,1,0,0
,Tanzania,20/3/2020,59734218,26,87,6,0,0
,Ecuador,20/3/2020,17643054,26,84,367,5,0
,Ireland,20/3/2020,4937786,9,80,683,3,5
,Croatia,20/3/2020,4105267,19,58,128,1,5
,Ukraine,20/3/2020,43733762,13,62,29,3,0
,Burkina Faso,20/3/2020,20903273,41,26,40,1,0
,Tunisia,20/3/2020,11818619,17,70,54,1,0
,Uzbekistan,20/3/2020,33469203,21,50,33,0,0
,Greece,20/3/2020,10423054,18,53,495,6,19
,Brunei,20/3/2020,437479,34,85,78,0,1
,Cote d'Ivoire,20/3/2020,26378274,38,58,9,0,1
,Morocco,20/3/2020,36910560,19,77,77,3,1
,North Macedonia,20/3/2020,2083374,18,48,67,0,1
,Romania,20/3/2020,19237691,18,65,308,0,25
,Senegal,20/3/2020,16743927,42,15,38,0,2
,Honduras,20/3/2020,9904607,33,70,24,0,0
,Iraq,20/3/2020,40222493,24,30,208,17,49
,Kenya,20/3/2020,53771296,23,82,7,0,0
,Spain,20/3/2020,46754778,18,72,20410,1043,1588
,Cambodia,20/3/2020,16718965,37,54,51,0,1
,Malaysia,20/3/2020,32365999,28,96,1030,3,87
,Costa Rica,20/3/2020,5094118,23,79,89,1,0
,Serbia,20/3/2020,8737371,20,50,135,1,1
,Egypt,20/3/2020,102334404,26,30,285,8,39
,Slovenia,20/3/2020,2078938,19,67,341,1,0
,Armenia,20/3/2020,2963243,0,78,136,0,1
,Albania,20/3/2020,2877797,18,62,70,2,0
,Cuba,20/3/2020,11326616,30,74,16,1,0
,Hungary,20/3/2020,9660351,19,52,85,3,2
,Benin,20/3/2020,12123200,40,49,2,0,0
,Austria,20/3/2020,9006398,17,76,2388,6,9
,Liechtenstein,20/3/2020,38128,15,69,28,0,0
,Turkey,20/3/2020,84339067,4,91,359,4,0
,Portugal,20/3/2020,10196709,13,94,1020,6,5
,Slovakia,20/3/2020,5459642,15,80,137,1,0
,Ethiopia,20/3/2020,114963588,32,53,9,0,0
,Jordan,20/3/2020,10203134,10,79,85,0,1
,United Arab Emirates,20/3/2020,9890402,35,42,140,2,31
France,France,20/3/2020,65273511,19,67,12612,450,12
French Polynesia,France,20/3/2020,65273511,28,76,11,0,0
New Caledonia,France,20/3/2020,65273511,26,74,2,0,0
Saint Barthelemy,France,20/3/2020,65273511,25,75,3,0,0
St Martin,France,20/3/2020,65273511,26,75,4,0,0
,Azerbaijan,20/3/2020,10139177,13,82,44,1,6
,Moldova,20/3/2020,4033963,17,68,66,1,1
,Poland,20/3/2020,37846611,8,81,425,5,1
,Cyprus,20/3/2020,1207359,13,55,67,0,0
Denmark,Denmark,20/3/2020,5792202,8,69,1255,9,1
Faroe Islands,Denmark,20/3/2020,5792202,4,68,80,0,0
,Ghana,20/3/2020,31072940,33,64,16,0,0
,Thailand,20/3/2020,69799978,36,54,322,1,42
,Czechia,20/3/2020,10708981,16,70,833,0,4
,Indonesia,20/3/2020,273523615,31,89,369,32,15
,Togo,20/3/2020,8278724,41,50,9,0,1
Anhui,China,20/3/2020,1439323776,27,51,990,6,984
Beijing,China,20/3/2020,1439323776,25,19,491,8,390
Chongqing,China,20/3/2020,1439323776,25,53,576,6,570
Fujian,China,20/3/2020,1439323776,16,91,299,1,295
Gansu,China,20/3/2020,1439323776,-2,58,134,2,98
Guangdong,China,20/3/2020,1439323776,27,77,1395,8,1323
Guangxi,China,20/3/2020,1439323776,26,82,254,2,250
Guizhou,China,20/3/2020,1439323776,22,74,146,2,144
Hainan,China,20/3/2020,1439323776,31,81,168,6,161
Hebei,China,20/3/2020,1439323776,25,20,318,6,310
Heilongjiang,China,20/3/2020,1439323776,2,89,484,13,463
Henan,China,20/3/2020,1439323776,26,44,1273,22,1250
Hunan,China,20/3/2020,1439323776,25,66,1018,4,1014
Inner Mongolia,China,20/3/2020,1439323776,2,48,75,1,74
Jiangsu,China,20/3/2020,1439323776,20,62,631,0,631
Jiangxi,China,20/3/2020,1439323776,26,71,935,1,934
Jilin,China,20/3/2020,1439323776,6,69,93,1,92
Liaoning,China,20/3/2020,1439323776,14,37,126,2,122
Macau,China,20/3/2020,1439323776,23,86,17,0,10
Ningxia,China,20/3/2020,1439323776,17,21,75,0,75
Qinghai,China,20/3/2020,1439323776,8,28,18,0,18
Shaanxi,China,20/3/2020,1439323776,21,27,247,3,237
Shandong,China,20/3/2020,1439323776,20,36,762,7,748
Shanghai,China,20/3/2020,1439323776,19,44,371,3,326
Shanxi,China,20/3/2020,1439323776,20,19,133,0,133
Sichuan,China,20/3/2020,1439323776,11,70,541,3,536
Tianjin,China,20/3/2020,1439323776,25,21,137,3,133
Tibet,China,20/3/2020,1439323776,-1,30,1,0,1
Xinjiang,China,20/3/2020,1439323776,19,24,76,3,73
Yunnan,China,20/3/2020,1439323776,24,31,176,2,172
Zhejiang,China,20/3/2020,1439323776,25,67,1234,1,1219
,Kosovo,20/3/2020,1810463,19,51,2,0,0
,Andorra,20/3/2020,77265,9,74,75,0,1
,Guatemala,20/3/2020,17915568,26,82,12,1,0
,Nepal,20/3/2020,29136808,23,58,1,0,1
,Italy,20/3/2020,60461826,18,69,47021,4032,4440
,Seychelles,20/3/2020,98347,30,65,7,0,0
,Switzerland,20/3/2020,8654622,8,75,5294,54,15
,Antigua and Barbuda,20/3/2020,97929,26,75,1,0,0
,Dominican Republic,20/3/2020,10847910,24,94,72,2,0
,Nigeria,20/3/2020,206139589,40,45,12,0,1
Guadeloupe,France,20/3/2020,400124,27,76,45,0,0
,The Gambia,20/3/2020,2416668,40,22,1,0,0
,Germany,20/3/2020,83783942,12,85,19848,67,180
,Kuwait,20/3/2020,4270571,26,28,159,0,18
,Luxembourg,20/3/2020,625978,12,80,484,4,0
,Qatar,20/3/2020,2881053,28,59,470,0,10
,Jamaica,20/3/2020,2961167,28,77,16,1,2
,Trinidad and Tobago,20/3/2020,1399488,28,77,9,0,0
Bermuda,United Kingdom,20/3/2020,67886011,20,80,2,0,0
Cayman Islands,United Kingdom,20/3/2020,67886011,26,78,3,1,0
Channel Islands,United Kingdom,20/3/2020,67886011,10,89,14,0,0
Gibraltar,United Kingdom,20/3/2020,67886011,14,85,10,0,2
Isle of Man,United Kingdom,20/3/2020,67886011,6,73,1,0,0
Montserrat,United Kingdom,20/3/2020,67886011,26,76,1,0,0
United Kingdom,United Kingdom,20/3/2020,67886011,7,75,3983,177,65
,Pakistan,20/3/2020,220892340,25,35,501,3,13
,Saint Lucia,20/3/2020,183627,27,75,2,0,0
,Saint Vincent and the Grenadines,20/3/2020,115000,26,77,1,0,0
Guam,US,20/3/2020,165718,28,76,14,0,0
,Vietnam,20/3/2020,97338579,28,89,91,0,16
,Sri Lanka,20/3/2020,21413249,24,65,73,0,3
,Japan,20/3/2020,126476461,6,64,963,33,191
,Martinique,20/3/2020,375265,27,75,32,1,0
Reunion,France,20/3/2020,895312,26,70,28,0,0
,Philippines,20/3/2020,109581078,28,79,230,18,8
,Belgium,20/3/2020,11589623,9,73,2257,37,1
,Israel,20/3/2020,8655535,14,69,705,0,14
,India,20/3/2020,1380004385,36,31,244,5,20
Curacao,Netherlands,20/3/2020,17134872,27,76,3,1,0
Netherlands,Netherlands,20/3/2020,17134872,10,69,2994,106,2
Sint Maarten,Netherlands,20/3/2020,17134872,26,75,1,0,0
,Rwanda,20/3/2020,12952218,26,87,17,0,0
,South Korea,20/3/2020,51269185,15,45,8652,94,1540
,San Marino,20/3/2020,33931,15,72,144,14,4
Aruba,Netherlands,20/3/2020,106766,27,77,5,0,0
,Mauritius,20/3/2020,1271768,27,72,12,0,0
,Lebanon,20/3/2020,6825445,3,91,163,4,4
,Barbados,20/3/2020,287375,27,75,5,0,0
,Taiwan*,20/3/2020,23816775,23,80,135,2,26
Mayotte,France,20/3/2020,272815,29,66,6,0,0
,Bangladesh,20/3/2020,164689383,35,29,20,1,3
,Malta,20/3/2020,441543,15,75,64,0,2
,Maldives,20/3/2020,540544,30,70,13,0,0
,Holy See,20/3/2020,801,19,55,1,0,0
,Bahrain,20/3/2020,1701575,22,74,285,1,100
Hong Kong,China,20/3/2020,7496981,23,89,256,4,98
,Singapore,20/3/2020,5850342,29,75,385,0,124
,Monaco,20/3/2020,39242,15,69,11,0,0
,Angola,19/3/2020,29780000,24,81,0,0,0
,Cabo Verde,19/3/2020,546388,20,76,0,0,0
,Cape Verde,19/3/2020,546388,21,73,0,0,0
,Chad,19/3/2020,14900000,39,11,1,0,0
Hubei,China,19/3/2020,58500000,24,41,67800,3130,57682
,Congo (Kinshasa),19/3/2020,11860000,34,72,14,0,0
,Dominica,19/3/2020,73925,27,75,0,0,0
,East Timor,19/3/2020,1296000,29,72,0,0,0
,El Salvador,19/3/2020,6378000,34,61,1,0,0
,Eritrea,19/3/2020,4475000,24,39,0,0,0
,Fiji,19/3/2020,905502,28,89,1,0,0
,Georgia,19/3/2020,3717000,10,89,40,0,1
,Grenada,19/3/2020,107825,27,77,0,0,0
,Haiti,19/3/2020,10980000,27,73,0,0,0
,Madagascar,19/3/2020,25570000,23,88,0,0,0
,Mozambique,19/3/2020,225570000,27,86,0,0,0
,Nicaragua,19/3/2020,6218000,30,75,1,0,0
,Niger,19/3/2020,21480000,38,7,0,0,0
,Papua New Guinea,19/3/2020,8251000,21,94,0,0,0
,Syria,19/3/2020,18270000,14,65,0,0,0
,Timor-Leste,19/3/2020,1296000,29,72,0,0,0
,Uganda,19/3/2020,42860000,28,80,0,0,0
Alabama,US,19/3/2020,4903185,27,82,78,0,0
Alaska,US,19/3/2020,731545,-1,73,9,0,0
Arizona,US,19/3/2020,7278717,14,59,45,0,0
Arkansas,US,19/3/2020,3017825,25,87,62,0,0
California,US,19/3/2020,39512223,15,68,952,18,0
Colorado,US,19/3/2020,5758736,2,96,277,4,0
Connecticut,US,19/3/2020,3565287,10,88,159,2,0
Delaware,US,19/3/2020,973764,18,92,30,0,0
Florida,US,19/3/2020,21477737,29,72,417,9,0
Georgia,US,19/3/2020,10617423,28,79,287,10,0
Hawaii,US,19/3/2020,1415872,24,82,16,0,0
Idaho,US,19/3/2020,1787147,0,91,11,0,0
Illinois,US,19/3/2020,12671821,17,94,422,4,0
Indiana,US,19/3/2020,6732219,17,95,60,2,0
Iowa,US,19/3/2020,3155070,13,95,44,0,0
Kansas,US,19/3/2020,2913314,23,71,34,1,0
Kentucky,US,19/3/2020,4467673,21,92,37,2,0
Louisiana,US,19/3/2020,4648794,26,87,392,10,0
Maine,US,19/3/2020,1344212,4,92,52,0,0
Maryland,US,19/3/2020,6045680,23,82,107,1,0
Massachusetts,US,19/3/2020,6949503,7,91,328,0,0
Michigan,US,19/3/2020,9986857,10,87,334,3,0
Minnesota,US,19/3/2020,5639632,3,94,89,0,0
Mississippi,US,19/3/2020,2976149,27,84,50,1,0
Missouri,US,19/3/2020,6137428,22,89,31,1,0
Montana,US,19/3/2020,1068778,-6,91,11,0,0
Nebraska,US,19/3/2020,1934408,18,87,29,0,0
Nevada,US,19/3/2020,3080156,3,60,95,1,0
New Hampshire,US,19/3/2020,1359711,4,97,44,0,0
New Jersey,US,19/3/2020,8882190,11,91,742,9,0
New Mexico,US,19/3/2020,2096829,9,59,35,0,0
New York,US,19/3/2020,19453561,8,96,5365,34,0
North Carolina,US,19/3/2020,10488084,26,84,123,0,0
North Dakota,US,19/3/2020,762062,-10,89,18,0,0
Ohio,US,19/3/2020,11689100,15,93,119,0,0
Oklahoma,US,19/3/2020,3956971,25,62,44,1,0
Oregon,US,19/3/2020,4217737,14,78,88,3,0
Pennsylvania,US,19/3/2020,12801989,16,95,206,1,0
Puerto Rico,US,19/3/2020,3193694,28,79,5,0,0
Rhode Island,US,19/3/2020,1059361,9,90,44,0,0
South Carolina,US,19/3/2020,5148714,28,78,81,1,0
South Dakota,US,19/3/2020,884659,2,81,11,1,0
Tennessee,US,19/3/2020,6833174,22,90,154,0,0
Texas,US,19/3/2020,28995881,26,87,260,5,0
Utah,US,19/3/2020,3205958,7,76,80,0,0
Vermont,US,19/3/2020,623989,4,87,22,0,0
Virginia,US,19/3/2020,8535519,25,85,99,2,0
Washington,US,19/3/2020,7614893,8,82,1376,74,0
West Virginia,US,19/3/2020,1792065,20,89,2,0,0
Wisconsin,US,19/3/2020,5822434,4,95,159,0,0
Wyoming,US,19/3/2020,578759,-1,78,18,0,0
,Zimbabwe,19/3/2020,16530000,30,62,0,0,0
Greenland,Denmark,19/3/2020,56770,-33,97,2,0,0
,Mongolia,19/3/2020,3278290,5,52,6,0,0
Australian Capital Territory,Australia,19/3/2020,25499884,25,56,4,0,0
From Diamond Princess,Australia,19/3/2020,25499884,18,59,0,0,0
